"","term","label","estimate","std.error","p.value","star"
"227","rule7:comdiab","Num. Theaters restrictions X 1=Own diabetes group",0.0615927899208146,0.117844297329338,0.601209168996429,""
"228","rule7:comresp","Num. Theaters restrictions X 1=Own respir. group",0.0621129696360428,0.125208404170887,0.619840310522102,""
"229","rule7:comcanc","Num. Theaters restrictions X 1=Own cancer group",0.159889922921136,0.158344466428856,0.312610244622541,""
"230","rule7:compreg","Num. Theaters restrictions X 1=Own pregnancy",-0.231538492820056,0.379609719813015,0.541902705262082,""
"231","rule7:comcovid","Num. Theaters restrictions X 1=Own COVID",-0.540151942146486,0.182599064928755,0.00309510627186629,"*"
"232","rule7:comorbid","Num. Theaters restrictions X 1=Own underlying conditions",0.0397892763261023,0.113937814623602,0.726924727600924,""
"233","rule7:ffcomheart","Num. Theaters restrictions X 1=Family heart group",0.0808397719859805,0.147184681719307,0.582840489556357,""
"234","rule7:ffcomcovid","Num. Theaters restrictions X 1=Family COVID",0.0127492780960189,0.129183481653241,0.921383423736357,""
"235","rule7:ffcomnovax","Num. Theaters restrictions X 1=Family no vaccine",0.0659317098591574,0.0781226374324748,0.398696559477681,""
"236","rule7:ffcomorbid","Num. Theaters restrictions X 1=Family underlying conditions",-0.0916710317152277,0.089172917026445,0.303943112494628,""
"237","rule7:vulnteens","Num. Theaters restrictions X 1=Teens vulnerable",-0.114711511154253,0.159113094720151,0.470944433226977,""
"238","rule7:vulnseniors","Num. Theaters restrictions X 1=Seniors vulnerable",0.0467743586094867,0.0873664066975231,0.592386074181,""
"239","rule7:vulnessent","Num. Theaters restrictions X 1=Essentials vulnerable",-0.0999736983283841,0.100536309799546,0.320026271305725,""
"240","rule7:ageb18to24","Num. Theaters restrictions X ageb18to24",0.0583807660940626,0.120285817479223,0.627427830645433,""
"241","rule7:ageb55to64","Num. Theaters restrictions X ageb55to64",-0.0326020457144083,0.130050574563315,0.802055771461483,""
"242","rule7:ageb75up","Num. Theaters restrictions X ageb75up",-0.0539538705536709,0.175447797704436,0.758446891749313,""
"243","rule7:fedui","Num. Theaters restrictions X Federal UI",-0.000692982998538499,0.000262368953059781,0.00825998126435993,"*"
"244","rule7:monthstwo","Num. Theaters restrictions X 1=two-month restrictions",-0.183981915658599,0.0732289784892547,0.0119906448117644,"*"
"245","rule8","Num. Restaurants restrictions",-0.0959995814833336,0.223125834346397,0.66701480061642,""
"246","rule8:OR","Num. Restaurants restrictions X OR",-0.122719240775366,0.138198054033411,0.374543208170276,""
"247","rule8:WA","Num. Restaurants restrictions X WA",-0.198151138301841,0.100902005199321,0.0495535424868797,"*"
"248","rule8:black","Num. Restaurants restrictions X black",0.137835224954686,0.386272095965983,0.72121567844199,""
"249","rule8:asian","Num. Restaurants restrictions X asian",-0.199748466019408,0.187343739443161,0.286327039835121,""
"250","rule8:pzipage18to24","Num. Restaurants restrictions X pzipage18to24",1.06173938067089,1.07515526670334,0.323386848184373,""
"251","rule8:pzipage55to64","Num. Restaurants restrictions X pzipage55to64",1.5072991028266,1.19111021779965,0.205707451123817,""
"252","rule8:pziprblack","Num. Restaurants restrictions X pziprblack",-0.522168277293881,1.00838812651301,0.604580584494996,""
"253","rule8:pziprasian","Num. Restaurants restrictions X pziprasian",-0.295623942401622,0.365148090431878,0.418170031915059,""
"254","rule8:pzipitransp","Num. Restaurants restrictions X pzipitransp",-3.23876737561566,1.42072033005786,0.0226275243481382,"*"
"255","rule8:pzipiartent","Num. Restaurants restrictions X pzipiartent",0.0890511415157746,0.843513733643825,0.915922214473096,""
"256","rule8:comheart","Num. Restaurants restrictions X 1=Own heart group",-0.103708612886746,0.138945014450888,0.455425584126029,""
"257","rule8:comage","Num. Restaurants restrictions X 1=Own aged group",0.247022716403709,0.134023732628042,0.0653105177976636,""
"258","rule8:comcovid","Num. Restaurants restrictions X 1=Own COVID",0.233310671874501,0.1801146465781,0.19520111769272,""
"259","rule8:vulnteens","Num. Restaurants restrictions X 1=Teens vulnerable",-0.275720294662504,0.15487540113731,0.0750315051873274,""
"260","rule8:vulnlowinc","Num. Restaurants restrictions X 1=Low-income vulnerable",0.147012118854043,0.0915765664721187,0.10841757505639,""
"261","rule8:vulnrural","Num. Restaurants restrictions X 1=Rural vulnerable",-0.0306335241876001,0.124214516655579,0.805203944307417,""
"262","rule8:vulnnosci","Num. Restaurants restrictions X 1=No science vulnerable",-0.056816213382746,0.148095097377036,0.701240232127952,""
"263","rule8:owninc","Num. Restaurants restrictions X Own hhld inc in 10K",0.000175657680459604,0.000701128534921306,0.80217315291875,""
"264","rule8:ageb35to44","Num. Restaurants restrictions X ageb35to44",0.039564648666679,0.106386565423359,0.709970909585974,""
"265","rule8:ideolconserv","Num. Restaurants restrictions X ideolconserv",-0.162827708458544,0.103521981199988,0.115746484632972,""
"266","rule8:ideolliberal","Num. Restaurants restrictions X ideolliberal",-0.0284921493730867,0.104188186792721,0.784493381908147,""
"267","rule8:countypop","Num. Restaurants restrictions X countypop",4.64490337513879e-09,1.40087118024454e-08,0.740212099521199,""
"268","rule8:monthstwo","Num. Restaurants restrictions X 1=two-month restrictions",0.154380612446977,0.0811187611845298,0.0570218724265727,""
"269","rule9","Num. Religious restrictions",0.163546670531528,0.191247441314291,0.392463999224109,""
"270","rule9:OR","Num. Religious restrictions X OR",0.0929241298220742,0.106112095532109,0.381184086426799,""
"271","rule9:multi","Num. Religious restrictions X multi",-0.387538727944821,0.101581643736703,0.000136157109899879,"*"
"272","rule9:female","Num. Religious restrictions X female",0.142651054780738,0.0862770378473787,0.0982480675240322,""
"273","rule9:pvoterep","Num. Religious restrictions X pvoterep",-0.619893516248185,0.2748189614984,0.0240929866794306,"*"
"274","rule9:pzipiagric","Num. Religious restrictions X pzipiagric",-0.0591456975907468,0.964760418419215,0.95111543375033,""
"275","rule9:pzipiconstr","Num. Religious restrictions X pzipiconstr",0.407255797791043,1.45502836859029,0.779557729843167,""
"276","rule9:pzipiprofsci","Num. Religious restrictions X pzipiprofsci",0.825171299187975,0.66980865553459,0.217967468829299,""
"277","rule9:pzipipubadm","Num. Religious restrictions X pzipipubadm",-2.61588583048281,0.940659781158988,0.00542075368454784,"*"
"278","rule9:comresp","Num. Religious restrictions X 1=Own respir. group",-0.248132563702649,0.131596577030492,0.0593549668590093,""
"279","rule9:comcanc","Num. Religious restrictions X 1=Own cancer group",0.218543063435829,0.16756062765412,0.192144055203992,""
"280","rule9:comother","Num. Religious restrictions X 1=Own other illness",-0.350236005858109,0.223648913110609,0.117346724685084,""
"281","rule9:comcovid","Num. Religious restrictions X 1=Own COVID",-0.429027620348396,0.18189499695797,0.0183412776956079,"*"
"282","rule9:comorbid","Num. Religious restrictions X 1=Own underlying conditions",0.168627156949246,0.102369871336529,0.0995099090505961,""
"283","rule9:ffcomdiab","Num. Religious restrictions X 1=Family diabetes group",0.0749569210569461,0.100702627558233,0.456671244694807,""
"284","rule9:ffcomresp","Num. Religious restrictions X 1=Family respir. group",0.126977597477591,0.109375640829032,0.245669866411786,""
"285","rule9:ffcomcanc","Num. Religious restrictions X 1=Family cancer group",-0.261442054822167,0.152123302641444,0.0856837019684011,""
"286","rule9:ffcomother","Num. Religious restrictions X 1=Family other illness",0.323502930854439,0.457508650171015,0.479506285949124,""
"287","rule9:ffcompreg","Num. Religious restrictions X 1=Family pregnancy",0.828920998692421,0.353211529409869,0.0189348141910685,"*"
"288","rule9:vulnlowinc","Num. Religious restrictions X 1=Low-income vulnerable",0.0358932229984412,0.0912830893712053,0.694166007175619,""
"289","rule9:vulnnosci","Num. Religious restrictions X 1=No science vulnerable",-0.299839346523687,0.139253117004663,0.0313032260150994,"*"
"290","rule9:ideolliberal","Num. Religious restrictions X ideolliberal",-0.0811669919251259,0.0899655271106761,0.36695008364929,""
"291","rule9:monthstwo","Num. Religious restrictions X 1=two-month restrictions",-0.0319508552912942,0.0787617712730198,0.684989122875422,""
"292","rule10","Num. Assisted restrictions",-0.27905393001678,0.158417825233951,0.0781528193422812,""
"293","rule10:black","Num. Assisted restrictions X black",-0.0128009526330284,0.335973107406144,0.969607056072434,""
"294","rule10:multi","Num. Assisted restrictions X multi",0.0220693609021985,0.102017976789111,0.828731962521633,""
"295","rule10:female","Num. Assisted restrictions X female",0.0317971432151002,0.08352733590376,0.703441093316354,""
"296","rule10:pzipage65to74","Num. Assisted restrictions X pzipage65to74",-1.30018438684428,1.00184240211925,0.194358362371116,""
"297","rule10:pziprasian","Num. Assisted restrictions X pziprasian",0.888252105289745,0.380840134194558,0.0196823388541952,"*"
"298","rule10:pzipiagric","Num. Assisted restrictions X pzipiagric",1.18221837514615,0.925571663856798,0.201501810366392,""
"299","rule10:pzipimanuf","Num. Assisted restrictions X pzipimanuf",0.0707706577244897,0.776538020629979,0.927384437056203,""
"300","rule10:pzipitransp","Num. Assisted restrictions X pzipitransp",2.46783899147406,1.29744755615095,0.0571617098321995,""
"301","rule10:pzipipubadm","Num. Assisted restrictions X pzipipubadm",-0.445721881007581,1.00282566863474,0.656705728773789,""
"302","rule10:comdiab","Num. Assisted restrictions X 1=Own diabetes group",0.00180148629586765,0.0944617592583533,0.984784414480291,""
"303","rule10:comresp","Num. Assisted restrictions X 1=Own respir. group",0.0632671413710972,0.119713719921255,0.59716138691972,""
"304","rule10:comcanc","Num. Assisted restrictions X 1=Own cancer group",-0.108085957512888,0.175083116637244,0.537009937428371,""
"305","rule10:comage","Num. Assisted restrictions X 1=Own aged group",0.144837315411464,0.123837975349186,0.242173618457948,""
"306","rule10:comother","Num. Assisted restrictions X 1=Own other illness",0.3484246368075,0.2199667918626,0.113196576018077,""
"307","rule10:ffcomheart","Num. Assisted restrictions X 1=Family heart group",0.189478437976923,0.129707690958531,0.144067281864919,""
"308","rule10:ffcomresp","Num. Assisted restrictions X 1=Family respir. group",0.0287943404359598,0.104465951641767,0.78282939617887,""
"309","rule10:ffcomcanc","Num. Assisted restrictions X 1=Family cancer group",0.0634816657307457,0.147941834423393,0.667851315153162,""
"310","rule10:ffcompreg","Num. Assisted restrictions X 1=Family pregnancy",-0.173548563709253,0.285487423159723,0.543252035790406,""
"311","rule10:vulnmen","Num. Assisted restrictions X 1=Men vulnerable",-0.0492228050355865,0.109954915553253,0.65439604983449,""
"312","rule10:ageb35to44","Num. Assisted restrictions X ageb35to44",0.174708808702838,0.094588065251332,0.064740012369423,""
"313","rule10:ageb75up","Num. Assisted restrictions X ageb75up",-0.193168465631625,0.198705854772376,0.330984519790089,""
"314","rule10:ideolliberal","Num. Assisted restrictions X ideolliberal",0.173379385935484,0.0824948661163587,0.0355796424103873,"*"
"315","rule10:monthstwo","Num. Assisted restrictions X 1=two-month restrictions",0.0429773616524252,0.0755462049777334,0.569431860257214,""
"316","statquo","1=Status quo alternative",-1.14500066892553,0.752000633641501,0.127857310391449,""
"317","statquo:black","1=Status quo alternative X black",1.0724443923996,1.03136183986568,0.298417352061969,""
"318","statquo:multi","1=Status quo alternative X multi",-0.494977717763083,0.317208266263255,0.118660963152225,""
"319","statquo:female","1=Status quo alternative X female",0.0231626227031158,0.259687085755336,0.928927449758174,""
"320","statquo:pzipage12to17","1=Status quo alternative X pzipage12to17",1.06242402275447,5.93168912631248,0.857851438217923,""
"321","statquo:pzipage25to44","1=Status quo alternative X pzipage25to44",-4.46965199513715,3.00211802215937,0.136531383990568,""
"322","statquo:pzipage55to64","1=Status quo alternative X pzipage55to64",0.0398100814733658,3.3425175392793,0.990497253029185,""
"323","statquo:pziprothrace3","1=Status quo alternative X pziprothrace3",-1.35769642138272,1.28410114931533,0.290368910370522,""
"324","statquo:pzipiconstr","1=Status quo alternative X pzipiconstr",4.77199838635421,4.46363274126593,0.285031816460763,""
"325","statquo:pzipitransp","1=Status quo alternative X pzipitransp",-1.44303193014354,3.55382694298647,0.684705759350063,""
"326","statquo:comdiab","1=Status quo alternative X 1=Own diabetes group",-0.324740369476622,0.29918589391308,0.277738613233453,""
"327","statquo:compreg","1=Status quo alternative X 1=Own pregnancy",3.15861163977205,1.08625886804072,0.00363993785388756,"*"
"328","statquo:ffcomheart","1=Status quo alternative X 1=Family heart group",-0.710217152836166,0.408770827532772,0.0823085150186922,""
"329","statquo:ffcomdiab","1=Status quo alternative X 1=Family diabetes group",-0.710428440077949,0.320480371711619,0.0266394170420762,"*"
"330","statquo:ffcomage","1=Status quo alternative X 1=Family aged group",-0.50700168250126,0.276584647503554,0.0667907303538482,""
"331","statquo:ffcomother","1=Status quo alternative X 1=Family other illness",0.726234754628061,1.05999662085646,0.493262325557421,""
"332","statquo:ffcompreg","1=Status quo alternative X 1=Family pregnancy",-2.09522743714273,1.01145164801648,0.0383116008207295,"*"
"333","statquo:ffcomcovid","1=Status quo alternative X 1=Family COVID",1.12934729024177,0.362233855474432,0.00182249797076966,"*"
"334","statquo:vulnteens","1=Status quo alternative X 1=Teens vulnerable",-0.623107071097274,0.448391278475255,0.164635096035383,""
"335","statquo:vulnseniors","1=Status quo alternative X 1=Seniors vulnerable",-0.796925924647219,0.253578863999311,0.00167389127105171,"*"
"336","statquo:vulnwomen","1=Status quo alternative X 1=Women vulnerable",0.751124179323118,0.355161716547222,0.0344402318244773,"*"
"337","statquo:vulnmen","1=Status quo alternative X 1=Men vulnerable",-1.40236934495853,0.368891708385588,0.000143779440059714,"*"
"338","statquo:vulnnonwhite","1=Status quo alternative X 1=Nonwhites vulnerable",0.0837561257579726,0.292312286616864,0.774472517465491,""
"339","statquo:vulnnoneng","1=Status quo alternative X 1=Non-Engl. vulnerable",0.564025487572885,0.387051639226468,0.145051314098098,""
"340","statquo:vulnlowinc","1=Status quo alternative X 1=Low-income vulnerable",-0.399708235204974,0.309800478575796,0.196977127879545,""
"341","statquo:owninc","1=Status quo alternative X Own hhld inc in 10K",0.00229483951114838,0.00205744001659138,0.264685104409092,""
"342","statquo:ageb18to24","1=Status quo alternative X ageb18to24",1.12675599033711,0.394795161903492,0.00431688833345509,"*"
"343","statquo:ageb25to34","1=Status quo alternative X ageb25to34",0.889439293258884,0.332314318431703,0.00743955524281147,"*"
"344","statquo:ageb55to64","1=Status quo alternative X ageb55to64",0.725622738687005,0.401449511315067,0.0706832887603323,""
"345","statquo:ideolconserv","1=Status quo alternative X ideolconserv",-0.0709422634805968,0.28648940643566,0.804423690151973,""
"346","statquo:ideolliberal","1=Status quo alternative X ideolliberal",-0.301574878025627,0.296236517968349,0.3086681659922,""
"347","statquo:fedui","1=Status quo alternative X Federal UI",-0.000921558323852257,0.000833504330588297,0.268881020836451,""
"348","statquo:reject","1=Status quo alternative X 1=any reason neither is scen reject",26.4330441884379,1167.89352381529,0.981942945196732,""
