"","term","label","estimate","std.error","p.value","star"
"229","vulnlowinc:rule8","1=Low-income vulnerable X Num. Restaurants restrictions",0.0598472223204189,0.056806259941752,0.292097158146242,""
"230","vulnrural:rule8","1=Rural vulnerable X Num. Restaurants restrictions",0.0815622077632829,0.0758567083308748,0.282278852317983,""
"231","ageb35to44:rule8","Num. Restaurants restrictions X rule8",0.0129145148572957,0.0579132023039948,0.823537243569831,""
"232","countypop:rule8","Num. Restaurants restrictions X rule8",7.95944520721459e-09,7.85448761026154e-09,0.310886922430013,""
"233","monthsthr:rule8","1=three-month restrictions X Num. Restaurants restrictions",-0.0563130040070984,0.0538398951879724,0.295591273174333,""
"234","rule9","Num. Religious restrictions",-0.00833812813705364,0.0835141440256624,0.920470628814871,""
"235","OR:rule9","Num. Religious restrictions X rule9",0.023868723638695,0.0653228532109951,0.714815662528117,""
"236","multi:rule9","Num. Religious restrictions X rule9",-0.317231837966896,0.0733782532182712,1.5375394774982e-05,"*"
"237","nonbinary:rule9","Num. Religious restrictions X rule9",3.68409253023966,3.43332661854357,0.283253726779008,""
"238","pziprothrace3:rule9","Num. Religious restrictions X rule9",0.311652590742947,0.246059197877434,0.205307060459285,""
"239","pzipiinfor:rule9","Num. Religious restrictions X rule9",0.593087482698437,1.04564171775487,0.570578632633947,""
"240","pzipiprofsci:rule9","Num. Religious restrictions X rule9",-0.105150337384055,0.416414816846125,0.800644227910911,""
"241","pzipipubadm:rule9","Num. Religious restrictions X rule9",-0.947090968802116,0.66926722056781,0.157034392826963,""
"242","comcanc:rule9","1=Own cancer group X Num. Religious restrictions",0.241722392207467,0.107021751254194,0.0239064949022172,"*"
"243","comother:rule9","1=Own other illness X Num. Religious restrictions",-0.0792204155982064,0.135025080202797,0.557399232786339,""
"244","comnovax:rule9","1=Own no vaccine X Num. Religious restrictions",0.0706756837735051,0.0534251074180067,0.185871068452763,""
"245","comorbid:rule9","1=Own underlying conditions X Num. Religious restrictions",0.0270989140368873,0.0565924713373699,0.632050257177945,""
"246","ffcomother:rule9","1=Family other illness X Num. Religious restrictions",0.31664414669242,0.247691410221379,0.201114900910458,""
"247","ffcompreg:rule9","1=Family pregnancy X Num. Religious restrictions",0.482457316275067,0.180741579658305,0.007600474548072,"*"
"248","rule9:ffcomnovax","Num. Religious restrictions X 1=Family no vaccine",0.0263502960468847,0.0414436580885957,0.524900209075707,""
"249","vulnteens:rule9","1=Teens vulnerable X Num. Religious restrictions",0.141505078911413,0.0950723235731241,0.13664700984484,""
"250","vulnlowinc:rule9","1=Low-income vulnerable X Num. Religious restrictions",0.0291908713441329,0.0575947259611227,0.612272443104857,""
"251","vulnnosci:rule9","1=No science vulnerable X Num. Religious restrictions",-0.221648062549635,0.085539862155315,0.00956510799310613,"*"
"252","ageb35to44:rule9","Num. Religious restrictions X rule9",-0.114374396370187,0.0589127038214119,0.0522071590785039,""
"253","rule10","Num. Assisted restrictions",-0.041890047833122,0.140820129265492,0.766106169071068,""
"254","black:rule10","Num. Assisted restrictions X rule10",-0.152298564816049,0.110524763587268,0.168216025043515,""
"255","female:rule10","Num. Assisted restrictions X rule10",0.0846445509374303,0.0508465635176664,0.095971536967599,""
"256","pvotedem:rule10","Num. Assisted restrictions X rule10",0.0993961513861344,0.183510322837447,0.588067956869842,""
"257","pzipage65to74:rule10","Num. Assisted restrictions X rule10",-1.40943493200887,0.613826034660214,0.0216674661931161,"*"
"258","pziprasian:rule10","Num. Assisted restrictions X rule10",-0.227740701648671,0.19584578627758,0.244887405646392,""
"259","pzipimanuf:rule10","Num. Assisted restrictions X rule10",-0.298548130552105,0.461498777888139,0.517690254908746,""
"260","comdiab:rule10","1=Own diabetes group X Num. Assisted restrictions",0.0719295638612467,0.0768393474901597,0.349220023525088,""
"261","comresp:rule10","1=Own respir. group X Num. Assisted restrictions",0.0597042416828626,0.0876684374343259,0.495856797043981,""
"262","comother:rule10","1=Own other illness X Num. Assisted restrictions",0.182847229965575,0.135193463820362,0.176219982247123,""
"263","comorbid:rule10","1=Own underlying conditions X Num. Assisted restrictions",0.00422011702152791,0.0720023850384812,0.953262112382122,""
"264","ffcomheart:rule10","1=Family heart group X Num. Assisted restrictions",0.0520303288768262,0.0759586785483734,0.493355268532651,""
"265","ffcomresp:rule10","1=Family respir. group X Num. Assisted restrictions",0.0217750621979222,0.0724787153839038,0.76384621863204,""
"266","ffcomcanc:rule10","1=Family cancer group X Num. Assisted restrictions",0.133590698257265,0.093283473933026,0.152116936901332,""
"267","ffcomage:rule10","1=Family aged group X Num. Assisted restrictions",0.0286649298315972,0.0640956451702414,0.6547153729931,""
"268","vulnmen:rule10","1=Men vulnerable X Num. Assisted restrictions",0.051591232128178,0.0703555245127635,0.463379583252421,""
"269","ageb35to44:rule10","Num. Assisted restrictions X rule10",0.0617784182117549,0.0572895087456613,0.280875438752061,""
"270","monthstwo:rule10","1=two-month restrictions X Num. Assisted restrictions",0.0937149375987889,0.0487227044026236,0.0544254869884792,""
"271","statquo","1=Status quo alternative",-1.891899298865,0.515473839777585,0.000242347498952125,"*"
"272","statquo:demeanrp","1=Status quo alternative X demeanrp",-0.206348709066952,0.131565723634833,0.116785988562633,""
"273","statquo:black","1=Status quo alternative X black",0.277653089573812,0.334492344120373,0.406497467545675,""
"274","statquo:multi","1=Status quo alternative X multi",-0.608661913432535,0.216264739771194,0.00488638591728386,"*"
"275","statquo:female","1=Status quo alternative X female",0.0595031050596228,0.169155608428949,0.725014143342043,""
"276","statquo:pvotedem","1=Status quo alternative X pvotedem",0.869851901106447,0.591514639850322,0.141412832604398,""
"277","statquo:pzipage25to44","1=Status quo alternative X pzipage25to44",-1.54961771550702,1.74571316081001,0.374718129296004,""
"278","statquo:pzipage65to74","1=Status quo alternative X pzipage65to74",3.91064813204625,2.17546919343511,0.0722386171142245,""
"279","statquo:pziprothrace3","1=Status quo alternative X pziprothrace3",-2.86165259341632,0.821516777409403,0.000495130703532484,"*"
"280","statquo:pzipiconstr","1=Status quo alternative X pzipiconstr",5.42541805748072,2.95422277613329,0.0662843458507746,""
"281","statquo:pzipifinan","1=Status quo alternative X pzipifinan",-2.7604176393223,3.06048896972545,0.367081760328141,""
"282","statquo:comdiab","1=Status quo alternative X 1=Own diabetes group",-0.238203037620318,0.187314301163559,0.203488382014859,""
"283","statquo:compreg","1=Status quo alternative X 1=Own pregnancy",1.47293124428389,0.522002100603376,0.00477704351428561,"*"
"284","statquo:comcovid","1=Status quo alternative X 1=Own COVID",-0.0183734571604826,0.344763852179292,0.957498556411369,""
"285","statquo:ffcomheart","1=Status quo alternative X 1=Family heart group",-0.553181646276976,0.215256971129215,0.0101737757266452,"*"
"286","statquo:ffcomdiab","1=Status quo alternative X 1=Family diabetes group",-0.657988433227461,0.197488961271437,0.000862945446151681,"*"
"287","statquo:ffcomcanc","1=Status quo alternative X 1=Family cancer group",-0.0437189737298801,0.303655013705244,0.885519578776636,""
"288","statquo:ffcomage","1=Status quo alternative X 1=Family aged group",-0.394766604195069,0.197619720499098,0.0457592468668749,"*"
"289","statquo:ffcomother","1=Status quo alternative X 1=Family other illness",0.0219829761976495,0.699904102890026,0.974943718971488,""
"290","statquo:ffcompreg","1=Status quo alternative X 1=Family pregnancy",-1.90747832273217,0.490401166975362,0.00010039782407823,"*"
"291","statquo:ffcomcovid","1=Status quo alternative X 1=Family COVID",0.892644064663074,0.266549415976773,0.000811366704498768,"*"
"292","statquo:vulnteens","1=Status quo alternative X 1=Teens vulnerable",-0.440589125013463,0.300092052515403,0.142055357729848,""
"293","statquo:vulnseniors","1=Status quo alternative X 1=Seniors vulnerable",-0.300950638380812,0.161892342078681,0.0630334649382252,""
"294","statquo:vulnwomen","1=Status quo alternative X 1=Women vulnerable",0.377750622772378,0.214234749579061,0.0778573894356374,""
"295","statquo:vulnmen","1=Status quo alternative X 1=Men vulnerable",-0.615971494485757,0.23118812068044,0.00771318778224101,"*"
"296","statquo:vulnnoneng","1=Status quo alternative X 1=Non-Engl. vulnerable",0.0654631596908355,0.280126113148577,0.815224298282313,""
"297","statquo:vulnlowinc","1=Status quo alternative X 1=Low-income vulnerable",-0.299813190930947,0.169764891595466,0.0773875555412078,""
"298","statquo:owninc","1=Status quo alternative X Own hhld inc in 10K",0.000497535359682817,0.00115607159429103,0.666928510343834,""
"299","statquo:ageb18to24","1=Status quo alternative X ageb18to24",1.11262353720061,0.229303121798885,1.22102272578543e-06,"*"
"300","statquo:ageb25to34","1=Status quo alternative X ageb25to34",0.610809099105117,0.205321117860212,0.00293087303828113,"*"
"301","statquo:ageb55to64","1=Status quo alternative X ageb55to64",0.550248530762389,0.248772618210112,0.0269768045168212,"*"
"302","statquo:countypop","1=Status quo alternative X countypop",3.6694096450944e-08,2.36276190669582e-08,0.120419049337897,""
"303","statquo:fedui","1=Status quo alternative X Federal UI",-0.000742782252203072,0.000452065342762606,0.100365133533325,""
"304","statquo:rejectonly","1=Status quo alternative X 1=only reason neither is scen reject",19.8899520491442,1780.85598680374,0.991088804574414,""
